REPORTER_DEA_NO	REPORTER_BUS_ACT	REPORTER_NAME	REPORTER_ADDL_CO_INFO	REPORTER_ADDRESS1	REPORTER_ADDRESS2	REPORTER_CITY	REPORTER_STATE	REPORTER_ZIP	REPORTER_COUNTY	BUYER_DEA_NO	BUYER_BUS_ACT	BUYER_NAME	BUYER_ADDL_CO_INFO	BUYER_ADDRESS1	BUYER_ADDRESS2	BUYER_CITY	BUYER_STATE	BUYER_ZIP	BUYER_COUNTY	TRANSACTION_CODE	DRUG_CODE	NDC_NO	DRUG_NAME	QUANTITY	UNIT	ACTION_INDICATOR	ORDER_FORM_NO	CORRECTION_NO	STRENGTH	TRANSACTION_DATE	CALC_BASE_WT_IN_GM	DOSAGE_UNIT	TRANSACTION_ID	Product_Name	Ingredient_Name	Measure	MME_Conversion_Factor	Combined_Labeler_Name	Revised_Company_Name	Reporter_family	dos_str
RW0277752	DISTRIBUTOR	WALGREEN CO	null	15998 WALGREENS DRIVE	null	JUPITER	FL	33478	PALM BEACH	BW9526205	CHAIN PHARMACY	WALGREEN CO.	DBA: WALGREENS # 07207	6015 SW HWY 200	null	OCALA	FL	34476	MARION	S	9143	00406055201	OXYCODONE	1.0	null	null	122366992	null	null	09042012	0.44825	100.0	19804	OXYCODONE HYDROCHLORIDE TABLETS 5MG	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Walgreen Co	5.0
RA0322824	DISTRIBUTOR	AMERISOURCEBERGEN DRUG	null	1001 WEST TAYLOR ROAD	null	ROMEOVILLE	IL	60446	WILL	BA5502566	RETAIL PHARMACY	AURORA PHARMACY	null	DBA AURORA PHARMACY	205 VALLEY AVENUE	WEST BEND	WI	53095	WASHINGTON	S	9143	00603499121	OXYCODONE	1.0	null	null	12X000437	null	null	09062012	1.34475	100.0	3098	OXYCODONE HCL 15MG USP TABLETS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	AmerisourceBergen Drug	15.0
PW0211158	DISTRIBUTOR	WALGREEN CO	null	DBA WALGREENS	4400 STATE RD 19	WINDSOR	WI	53598	DANE	AW1230096	CHAIN PHARMACY	BOND DRUG COMPANY OF ILLINOIS, L.L.C.	DBA: WALGREENS # 03833	2828 N HARLEM	null	ELMWOOD PARK	IL	60707	COOK	S	9193	00591085305	HYDROCODONE	2.0	null	null	null	null	null	10102012	6.053999999999999	1000.0	10673	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	Walgreen Co	10.0
PW0122262	DISTRIBUTOR	WALGREEN CO	null	2455 PREMIER ROW	null	ORLANDO	FL	32809	ORANGE	BW6640076	CHAIN PHARMACY	WALGREEN CO.	DBA: WALGREENS # 05254	230 US HWY 1	null	NORTH PALM BEACH	FL	33408	PALM BEACH	S	9193	00591034905	HYDROCODONE	1.0	null	null	null	null	null	09132012	1.5135	500.0	13307	HYDROCODONE BIT 5MG/ACETAMINOPHEN 50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	Walgreen Co	5.0
PP0220828	DISTRIBUTOR	KROGER LIMITED PARTNERSHIP II	null	DBA PEYTON'S NORTHERN	1111 SOUTH ADAMS STREET	BLUFFTON	IN	46714	WELLS	AK1984790	CHAIN PHARMACY	KROGER #N-926	null	910 HEBRON ROAD	null	HEATH	OH	43056	LICKING	S	9193	00603388828	HYDROCODONE	1.0	null	null	null	null	null	12262012	3.0269999999999997	500.0	2051	HYDROCODONE.BIT & ACETA  10MG & 500M	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Kroger	10.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BM8427646	CHAIN PHARMACY	MARTIN'S FOODS OF SOUTH BURLINGTON, LLC	DBA HANNAFORD FOOD & DRUG #8375	35 HANNAFORD DR	null	RED HOOK	NY	12571	DUTCHESS	S	9193	53746010901	HYDROCODONE	2.0	null	null	null	null	null	02092012	0.6054	200.0	1202021028	HYDROCODONE BIT./ACETAMINOPHEN TABS.	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Amneal Pharmaceuticals LLC	Amneal Pharmaceuticals, Inc.	Cardinal Health	5.0
RE0356003	DISTRIBUTOR	ECKERD CORPORATION	D/B/A RITE AID LIVERPOOL DISTRIBUTION CENTER (#55)	7245 HENRY CLAY BLVD	null	LIVERPOOL	NY	13088	ONONDAGA	AR1679488	CHAIN PHARMACY	THRIFT DRUG, INC.	RITE AID #10991	1730 WILMINGTON ROAD	null	NEW CASTLE	PA	16105	LAWRENCE	S	9193	00603389121	HYDROCODONE	2.0	null	null	null	null	null	12122012	0.9081	200.0	7500	HYDROCODONE BITARTRATE/ACETA 7.5MG/3	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Eckerd Corporation	7.5
PF0000012	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	9501 NORWALK BLVD	SANTA FE SPRINGS	CA	90670	LOS ANGELES	BL5750155	RETAIL PHARMACY	MERCY PLAZA PHARMACY	null	2323 16TH STREET	SUITE 100	BAKERSFIELD	CA	93301	KERN	S	9143	59011046010	OXYCODONE	2.0	null	null	12X000099	null	null	03192012	10.758	200.0	1203063700	OXYCONTIN 60MG OXYCODONE HCL CR TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	McKesson Corporation	60.0
RH0334463	DISTRIBUTOR	OMNICARE DISTRIBUTION CENTER LLC	null	302 S. BYRNE RD.	BUILDING 200	TOLEDO	OH	43615	LUCAS	BT5266881	RETAIL PHARMACY	TCPI ACQUISITION CORPORATION	OMNICARE OF GRAND RAPIDS	3650 BROADMOOR SOUTHEAST	SUITE 108	GRAND RAPIDS	MI	49512	KENT	S	9143	00406052301	OXYCODONE	5.0	null	null	12X024546	null	null	11292012	4.4825	500.0	12854	OXYCODONE HCL/ACETAMINOPHEN 10MG/325	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Omnicare Distribution Center LLC	10.0
PR0040357	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO	2975 EVERGREEN DR	DULUTH	GA	30096	GWINNETT	BT9814117	CHAIN PHARMACY	TARGET STORES A DIV. OF TARGET CORP.	TARGET STORES T-2132	ATTN: PHARMACY	12830 WALKER BRANCH DR.	CHARLOTTE	NC	28273	MECKLENBURG	S	9193	00406036701	HYDROCODONE	2.0	null	null	null	null	null	07172012	1.2108	200.0	1207018702	HYDROCODONE BIT/ACETA 10MG/325MG USP	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	McKesson Corporation	10.0
RW0199908	DISTRIBUTOR	WAL-MART PHCY WAREHOUSE #46	null	11121 ELLIOT PLACE	null	WILLIAMSPORT	MD	21795	WASHINGTON	BW6172364	CHAIN PHARMACY	WAL-MART PHARMACY 10-2705	null	1500 ARMORY DRIVE	null	FRANKLIN	VA	23851	FRANKLIN CITY	S	9193	00406035705	HYDROCODONE	2.0	null	null	null	null	null	09102012	3.0269999999999997	1000.0	1209003534	HYDROCODONE BIT/ACETAMINOPHEN 5MG/50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Wal-Mart	5.0
RK0233180	DISTRIBUTOR	KROGER LIMITED PARTNERSHIP I	null	DBA PEYTON'S SOUTHEASTERN	153 REFRESHMENT LANE	CLEVELAND	TN	37311	BRADLEY	BK2594174	CHAIN PHARMACY	KROGER FOOD & DRUG 439	null	4264 SUMMER AVENUE	null	MEMPHIS	TN	38122	SHELBY	S	9193	00406036501	HYDROCODONE	1.0	null	null	null	null	null	07042012	0.3027	100.0	7635	HYDROCODONE BIT/ACETA 5MG/325MG USP	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Kroger	5.0
RM0138328	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	4012 S PURDUE AVE	OKLAHOMA CITY	OK	73179	OKLAHOMA	AF9164853	RETAIL PHARMACY	FRITCH DRUG & GIFT SHOPPE INC	null	105 BROADWAY	BOX 1167	FRITCH	TX	79036	HUTCHINSON	S	9143	59011048010	OXYCODONE	1.0	null	null	12X000052	null	null	07022012	7.172000000000001	100.0	1207065814	OXYCONTIN 80MG OXYCODONE HCL CR TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	McKesson Corporation	80.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BW1809360	CHAIN PHARMACY	WALGREEN EASTERN CO., INC.	DBA: WALGREENS # 07628	10 W MAIN ST	null	SMITHTOWN	NY	11787	SUFFOLK	S	9143	66479058110	OXYCODONE	2.0	null	null	124343594	null	null	11152012	2.6895	200.0	1211032769	ROXICODONE (OXYCODONE HCL) 15MG TABS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Xanodyne Pharmaceuticals, Inc.	Xanodyne Pharmaceuticals, Inc.	Cardinal Health	15.0
RA0290724	DISTRIBUTOR	AMERISOURCEBERGEN DRUG CORP	null	101 NORFOLK ST	null	MANSFIELD	MA	2048	BRISTOL	BC2521183	CHAIN PHARMACY	COSTCO WHOLESALE CORPORATION	null	DBA COSTCO PHARMACY #302	119 DAGGETT DRIVE	WEST SPRINGFIELD	MA	1089	HAMPDEN	S	9143	00228287811	OXYCODONE	6.0	null	null	124596692	null	null	11202012	8.0685	600.0	10187	OXYCODONE HCL 15MG TABLETS, 100 CT	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	AmerisourceBergen Drug	15.0
PR0104593	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO	280 DIVIDEND RD	ROCKY HILL	CT	6067	HARTFORD	BT2115790	CHAIN PHARMACY	THE STOP & SHOP SUPERMARKT CO	null	DBA STOP & SHOP PHARMACY#644	44 LAKE AVE EXTENSION	DANBURY	CT	6811	FAIRFIELD	S	9143	00591093301	OXYCODONE	2.0	null	null	123948429	null	null	10022012	1.34475	200.0	1210022589	OXYCODONE.HCL/APAP 7.5MG/325MG TABS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	7.5
PM0023046	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	1900 SOUTH 4490 WEST	SALT LAKE CITY	UT	84104	SALT LAKE	FS1085390	RETAIL PHARMACY	ST. PETER'S HEALTH BROADWAY PHARMACY	ATTN: PHARMACIST IN CHARGE	2550 EAST BROADWAY	null	HELENA	MT	59601	LEWIS AND CLARK	S	9143	00406055201	OXYCODONE	1.0	null	null	12X000075	null	null	03272012	0.44825	100.0	1203010261	OXYCODONE HYDROCHLORIDE TABLETS 5MG	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	McKesson Corporation	5.0
RC0238104	DISTRIBUTOR	CARDINAL HEALTH	null	2512 WESTCOTT BLVD	null	KNOXVILLE	TN	37931	KNOX	BR3546972	CHAIN PHARMACY	TENNESSEE CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 04180	4406 WESTERN AVENUE	null	KNOXVILLE	TN	37921	KNOX	S	9143	60951060270	OXYCODONE	4.0	null	null	121673630	null	null	05302012	1.7930000000000001	400.0	1205090984	ENDOCET OXYCODO HCL5MG&AC TAB	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Cardinal Health	5.0
RM0220537	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	3003 AIRPORT RD	LA CROSSE	WI	54603	LA CROSSE	BW6927872	CHAIN PHARMACY	WALGREEN CO.	DBA: WALGREENS # 06096	1901 PRAIRIE AVE	null	BELOIT	WI	53511	ROCK	S	9193	00591050301	HYDROCODONE	2.0	null	null	null	null	null	03272012	1.2108	200.0	1203018701	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	10.0
PM0030849	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	38220 PLYMOUTH RD	LIVONIA	MI	48150	WAYNE	BO5413125	RETAIL PHARMACY	OCEANA PHARMACY	null	819 SOUTH STATE ST	null	HART	MI	49420	OCEANA	S	9193	00591038705	HYDROCODONE	1.0	null	null	null	null	null	05292012	2.27025	500.0	1205027936	HYDROCODONE BITARTRATE 7.5MG/ACETAMI	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	7.5
RH0211374	DISTRIBUTOR	HY-VEE	null	1802 OSCEOLA AVENUE	null	CHARITON	IA	50049	LUCAS	BD4785121	CHAIN PHARMACY	HY-VEE DRUGSTORES PHCY #7065	null	1140 N. JEFFERSON STREET	null	OTTUMWA	IA	52501	WAPELLO	S	9193	00406036501	HYDROCODONE	2.0	null	null	null	null	null	01292012	0.6054	200.0	7459	HYDROCODONE BIT/ACETA 5MG/325MG USP	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Hy-Vee	5.0
RW0294493	DISTRIBUTOR	WALGREEN CO	null	28727 OREGON ROAD	ATTN: C II MANAGER	PERRYSBURG	OH	43551	WOOD	BW2060387	CHAIN PHARMACY	WALGREEN CO.	DBA: WALGREENS # 02142	734 GRAND AVE	null	ST PAUL	MN	55105	RAMSEY	S	9143	00406055201	OXYCODONE	10.0	null	null	121721459	null	null	07092012	4.4825	1000.0	47243	OXYCODONE HYDROCHLORIDE TABLETS 5MG	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Walgreen Co	5.0
PW0186785	DISTRIBUTOR	WAL-MART PHARM WAREHOUSE #1	null	2252 NORTH 8TH STREET	null	ROGERS	AR	72756	BENTON	BW5376276	CHAIN PHARMACY	WAL-MART PHARMACY 10-0875	null	815 S WHEATLEY RD	null	RIDGELAND	MS	39157	MADISON	S	9193	00406035801	HYDROCODONE	1.0	null	null	null	null	null	04022012	0.45405	100.0	1204047111	HYDROCODONE BIT/ACETA 7.5MG/500MG US	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Wal-Mart	7.5
PL0032627	DISTRIBUTOR	AMERISOURCEBERGEN DRUG CORP	null	322 N 3RD STREET	null	PADUCAH	KY	42001	MCCRACKEN	AU2120828	RETAIL PHARMACY	WALTER'S PHARMACY	null	604 S 12TH STREET	null	MURRAY	KY	42071	CALLOWAY	S	9143	60951071270	OXYCODONE	8.0	null	null	12X000308	null	null	01092012	7.172000000000001	800.0	46476	ENDOCET - 10MG OXYCODONE.HCL/325MG A	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	AmerisourceBergen Drug	10.0
RM0258601	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	2798 NEW BUTLER RD	NEW CASTLE	PA	16101	LAWRENCE	AG2932590	CHAIN PHARMACY	RITE AID OF OHIO, INC.	RITE AID #3195	180 NORTH STATE STREET	null	PAINESVILLE	OH	44077	LAKE	S	9143	00603499021	OXYCODONE	1.0	null	null	124440228	null	null	09272012	0.44825	100.0	1209028134	OXYCODONE HCI 5MG TABLETS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	McKesson Corporation	5.0
RW0269654	DISTRIBUTOR	CARDINAL HEALTH	null	1120 COMMERCE BLVD	null	SWEDESBORO	NJ	8085	GLOUCESTER	BC0501583	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 00853	9301 VENTNOR AVENUE	null	MARGATE CITY	NJ	8402	ATLANTIC	S	9143	63481062370	OXYCODONE	2.0	null	null	123087884	null	null	08142012	0.8965	200.0	1208033490	PERCOCET (OXYCODONE HCL/ACETA) 5MG/3	OXYCODONE HYDROCHLORIDE	TAB	1.5	Endo Pharmaceuticals, Inc.	Endo Pharmaceuticals, Inc.	Cardinal Health	5.0
RW0282145	DISTRIBUTOR	WAL-MART PHARMACY WHSE #45	null	2250 NORTH 8TH STREET	SUITE 102-A	ROGERS	AR	72756	BENTON	BW2542860	CHAIN PHARMACY	WAL-MART PHARMACY 10-1574	null	6225 COLONY STREET	null	BAKERSFIELD	CA	93307	KERN	S	9143	53746020401	OXYCODONE	1.0	null	null	121260300	null	null	10242012	0.8965	100.0	1210123347	OXYCODONE HCL/ACETAMINOPHEN TABS 10M	OXYCODONE HYDROCHLORIDE	TAB	1.5	Amneal Pharmaceuticals LLC	Amneal Pharmaceuticals, Inc.	Wal-Mart	10.0
RW0347496	DISTRIBUTOR	WALGREEN CO.	null	DBA: WALGREENS	101 ALLIANCE PARKWAY	WILLIAMSTON	SC	29697	ANDERSON	FW1231238	CHAIN PHARMACY	WALGREEN CO.	DBA: WALGREENS #10854	2701 FAIRBURN RD	null	DOUGLASVILLE	GA	30135	DOUGLAS	S	9193	00591320301	HYDROCODONE	1.0	null	null	null	null	null	09272012	0.45405	100.0	23283	HYDROCODONE BITARTRATE AND ACETA 7.5	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	Walgreen Co	7.5
RP0286218	DISTRIBUTOR	PHARMACY BUYING ASSOCIATION	null	1825 NW VIVION ROAD	null	RIVERSIDE	MO	64150	PLATTE	BO5367289	RETAIL PHARMACY	OBI MEDICAL PHARMACY	null	13701 WEST SEVEN MILE ROAD	null	DETROIT	MI	48235	WAYNE	S	9193	53746010901	HYDROCODONE	2.0	null	null	null	null	null	03082012	0.6054	200.0	7134	HYDROCODONE BIT./ACETAMINOPHEN TABS.	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Amneal Pharmaceuticals LLC	Amneal Pharmaceuticals, Inc.	Pharmacy Buying Association	5.0
RA0289098	DISTRIBUTOR	AMERISOURCEBERGEN DRUG CORP	null	1765 FREMONT DRIVE	null	SALT LAKE CITY	UT	84104	SALT LAKE	BD5750333	RETAIL PHARMACY	DAY'S PHARMACY	ATTN: GARY WERNER MOELLER, PERSON IN CHARGE	890 SOUTH MAIN	null	HEBER CITY	UT	84032	WASATCH	S	9193	00591085305	HYDROCODONE	1.0	null	null	null	null	null	06292012	3.0269999999999997	500.0	10027	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	AmerisourceBergen Drug	10.0
RA0289000	DISTRIBUTOR	AMERISOURCEBERGEN DRUG CORP	null	9900 J.E.B. STUART PARKWAY	null	GLEN ALLEN	VA	23059	HENRICO	AT2498055	RETAIL PHARMACY	MECHANICSVILLE DRUG STORE INC	null	8077 MECHANICSVILLE PIKE	P.O. BOX 7	MECHANICSVILLE	VA	23111	HANOVER	S	9193	00591034905	HYDROCODONE	1.0	null	null	null	null	null	07272012	1.5135	500.0	23305	HYDROCODONE BIT 5MG/ACETAMINOPHEN 50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	AmerisourceBergen Drug	5.0
PR0040357	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO	2975 EVERGREEN DR	DULUTH	GA	30096	GWINNETT	BO9852042	RETAIL PHARMACY	THE MEDICINE CABINET OF HAZELHURST	null	63 EAST JEFFERSON STREET	null	HAZLEHURST	GA	31539	JEFF DAVIS	S	9143	00406052301	OXYCODONE	1.0	null	null	12X000151	null	null	08232012	0.8965	100.0	1208025466	OXYCODONE HCL/ACETAMINOPHEN 10MG/325	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	McKesson Corporation	10.0
RC0238104	DISTRIBUTOR	CARDINAL HEALTH	null	2512 WESTCOTT BLVD	null	KNOXVILLE	TN	37931	KNOX	BK7704009	CHAIN PHARMACY	KROGER DRUGSTORE	#549	6702 CLINTON HWY	null	KNOXVILLE	TN	37912	KNOX	S	9143	00406052301	OXYCODONE	1.0	null	null	122602841	null	null	08142012	0.8965	100.0	1208041620	OXYCODONE HCL/ACETAMINOPHEN 10MG/325	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Cardinal Health	10.0
RW0294493	DISTRIBUTOR	WALGREEN CO	null	28727 OREGON ROAD	ATTN: C II MANAGER	PERRYSBURG	OH	43551	WOOD	FW0884684	CHAIN PHARMACY	WALGREEN CO.	DBA:  WALGREENS #11712	2501 HENDERSONVILLE RD.	null	ARDEN	NC	28704	BUNCOMBE	S	9143	59011041010	OXYCODONE	1.0	null	null	124844522	null	null	11152012	0.8965	100.0	420661	OXYCONTIN 10MG OXYCODONE HCL CR TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	Walgreen Co	10.0
RA0316958	DISTRIBUTOR	AMERISOURCEBERGEN DRUG CORPORATION	null	501 PATRIOT PARKWAY	null	ROANOKE	TX	76262	DENTON	BS3624017	CHAIN PHARMACY	SUPER 1 PHARMACY #618	null	2610 RICHMOND RD	null	TEXARKANA	TX	75503	BOWIE	S	9193	00591085305	HYDROCODONE	1.0	null	null	null	null	null	06172012	3.0269999999999997	500.0	32058	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	AmerisourceBergen Drug	10.0
RW0191813	DISTRIBUTOR	CARDINAL HEALTH	null	801 C STREET NW, SUITE B	null	AUBURN	WA	98001	KING	AA9670678	RETAIL PHARMACY	ARLINGTON PHARMACY	null	540 N WEST AVE	null	ARLINGTON	WA	98223	SNOHOMISH	S	9193	00406035705	HYDROCODONE	5.0	null	null	null	null	null	06052012	7.5675	2500.0	1206007469	HYDROCODONE BIT/ACETAMINOPHEN 5MG/50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Cardinal Health	5.0
RM0314790	DISTRIBUTOR	MORRIS & DICKSON CO	null	10301 HIGHWAY 1 SOUTH	null	SHREVEPORT	LA	71115	CADDO	BT8228505	RETAIL PHARMACY	TURNER DRUG	null	1300 N GREEN	null	PURCELL	OK	73080	MCCLAIN	S	9193	00603389021	HYDROCODONE	1.0	null	null	null	null	null	05292012	0.3027	100.0	65233	HYDROCODONE BITARTRATE 5MG/ACETAMINO	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Morris & Dickson Co	5.0
PW0186785	DISTRIBUTOR	WAL-MART PHARM WAREHOUSE #1	null	2252 NORTH 8TH STREET	null	ROGERS	AR	72756	BENTON	BW3630818	CHAIN PHARMACY	WAL-MART PHARMACY 10-0714	null	STORE 10-0714	602 SHEILA STREET	WEST HELENA	AR	72390	PHILLIPS	S	9193	00406036101	HYDROCODONE	3.0	null	null	null	null	null	08102012	1.8162	300.0	1208027789	HYDROCODO.BIT 10MG&AC USP TAB	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Wal-Mart	10.0
RH0334463	DISTRIBUTOR	OMNICARE DISTRIBUTION CENTER LLC	null	302 S. BYRNE RD.	BUILDING 200	TOLEDO	OH	43615	LUCAS	BV9962603	RETAIL PHARMACY	VALUE HEALTH CARE SERVICES, LLC	OMNICARE OF CONNECTICUT	525 KNOTTER DRIVE	null	CHESHIRE	CT	6410	NEW HAVEN	S	9143	00378710301	OXYCODONE	3.0	null	null	12X012003	null	null	02062012	0.672375	300.0	2398	OXYCODONE HCL/ACETAMINOPHEN 2.5MG/32	OXYCODONE HYDROCHLORIDE	TAB	1.5	Mylan Pharmaceuticals, Inc.	Mylan Pharmaceuticals, Inc.	Omnicare Distribution Center LLC	2.5
PG0149650	DISTRIBUTOR	AMERICAN SALES COMPANY	null	7110 AMBASSADOR ROAD	null	BALTIMORE	MD	21244	BALTIMORE	AG2556263	CHAIN PHARMACY	GIANT PHARMACY 108	null	6340 YORK RD	null	BALTIMORE	MD	21212	BALTIMORE CITY	S	9193	00603388821	HYDROCODONE	2.0	null	null	null	null	null	02212012	1.2108	200.0	7321	HYDROCODONE.BIT & ACETA  10MG & 500M	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	American Sales Company	10.0
RW0186278	DISTRIBUTOR	WAL-MART WAREHOUSE #32	null	13231 11TH AVENUE	null	HANFORD	CA	93230	KINGS	FW0184779	CHAIN PHARMACY	WAL-MART PHARMACY 10-3728	null	3950 WEST LAKE MEAD BLVD	null	NORTH LAS VEGAS	NV	89032	CLARK	S	9193	00406036601	HYDROCODONE	1.0	null	null	null	null	null	05172012	0.45405	100.0	1205026029	HYDROCODONE BIT/ACETA 7.5MG/325MG US	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Wal-Mart	7.5
RW0199908	DISTRIBUTOR	WAL-MART PHCY WAREHOUSE #46	null	11121 ELLIOT PLACE	null	WILLIAMSPORT	MD	21795	WASHINGTON	BW5373840	CHAIN PHARMACY	WAL-MART PHARMACY 10-1811	null	1170 N MILITARY HWY	null	NORFOLK	VA	23502	NORFOLK CITY	S	9193	00603389021	HYDROCODONE	1.0	null	null	null	null	null	11082012	0.3027	100.0	1211031471	HYDROCODONE BITARTRATE 5MG/ACETAMINO	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Wal-Mart	5.0
RW0395221	DISTRIBUTOR	WINN DIXIE LOGISTICS, INC.	WINN DIXIE PHARMACY WAREHOUSE #9002	5050 EDGEWOOD COURT, UNIT 1	null	JACKSONVILLE	FL	32254	DUVAL	BW9162544	CHAIN PHARMACY	WINN DIXIE MONTGOMERY, LLC.	null	WINN DIXIE PHARMACY # 1576	10974 JOOR RD	BATON ROUGE	LA	70818	EAST BATON ROUGE	S	9193	65162012010	HYDROCODONE	1.0	null	null	null	null	null	02022012	0.6054	100.0	4423	HYDROCODONE BIT./ACETA 10MG/500MG US	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Amneal Pharmaceuticals LLC	Amneal Pharmaceuticals, Inc.	Winn Dixie Logistics	10.0
